id	filename	md5	size	state
af10cca5-4398-447f-b308-0eb9f386ca7e	TCGA-B8-4146-01Z-00-DX1.0F0EECE2-3ECC-4CEB-AAAC-DCE2AAF8E7CA.svs	291e1a4f64c3f3de5f8da0d92dfa4535	269618177	released
07db027d-0e59-41fe-b28e-d7dd1250c9fd	TCGA-CZ-5470-01Z-00-DX1.5d2b135c-a5e2-4e8a-a8bc-068239738f24.svs	af66e2dfd8575e3c1013c5ede37b67a2	1500187375	released
12634a67-6d76-4934-9270-707d68a494b2	TCGA-CZ-5982-01Z-00-DX1.b7659f4b-921e-42d9-a691-2b2262a2bfb3.svs	080027651dc8446b96e5ffaf871cf26b	451789473	released
b36c511b-56c0-4cd3-b526-8db5503972aa	TCGA-DB-A64R-01Z-00-DX1.0A2B114A-F7CA-4D94-A7E4-CA482F92B214.svs	1aecbd18298995ff589fdfa47cb852ac	1058088638	released
ea053e73-424f-4476-8451-14eba2a9081d	TCGA-HT-7605-01Z-00-DX4.05B0D4D8-29B6-4547-B3C0-22B547BDC061.svs	546b3b62fda26a5a4e7555803246e53a	1535196905	released
2723155e-9e2d-4dfe-8304-00e0fd7ed9a5	TCGA-HT-7874-01Z-00-DX1.5D728C37-46E8-4B21-B55E-4EA2787DF519.svs	398025c601a79758806295e4e78df289	1224148619	released
faa7997c-1979-46ab-9450-92dc62870a24	TCGA-DU-5847-01Z-00-DX1.b7d7de58-38b6-4686-8588-a2542c8595b4.svs	d820ec86d6d3f2f6fae91f967107db78	96278279	released
996a18a3-aee4-48fc-9395-15c699badfd5	TCGA-TM-A84H-01Z-00-DX2.3DD9940B-E941-45C4-8C26-0F87E8EF4569.svs	c03c2eaf391e7bfb261e9eee2c3e1243	732252011	released
036dced5-565c-4015-9b2a-43223140461d	TCGA-HT-7877-01Z-00-DX6.54F34D96-F632-473E-BBCE-13EFE52100F8.svs	1b9aa3b7cfbcdc49e09b12ce97bdd58b	1448384885	released
cb14004a-fd9e-40bd-b608-5a277f0fc0e0	TCGA-VM-A8C8-01Z-00-DX8.CFBE7871-B2AD-4D99-8C40-D1EAC34BB272.svs	86222413cbc600e3244ab62a538cfb37	101558865	released
06ec9f7a-5e50-4005-99e5-f1e170635472	TCGA-HT-7607-01Z-00-DX16.3B3E33BB-2B4A-4600-8474-62AFCC9F99A4.svs	825ba115ebd03cc33bf150d79ce2a2b8	1235968077	released
62431451-02cb-4db1-b006-46fc825721b0	TCGA-A3-A6NJ-01Z-00-DX1.249AAC4B-E019-43FA-96EF-95ED15D3D264.svs	22fc4f6777e4fc0b0a490d3696d1d6fc	1720824058	released
54536963-f3ed-4e54-82a5-46a01f7b4c42	TCGA-B0-5099-01Z-00-DX1.b52a09b0-7361-4bc8-afce-d587d716599a.svs	3b3379127a6dcbe9c3e830d1131ed425	869758389	released
cc9ac826-3f69-4a7e-a4af-87e696c8cd5b	TCGA-BP-4344-01Z-00-DX1.a6ed5255-894e-494c-83bd-736daedd1d5c.svs	33e6abbd62eaf25a02229c957fa726cf	1233728730	released
edcde4c2-65ff-4923-9470-592d2cff44a0	TCGA-BP-4999-01Z-00-DX1.e78eaded-4e89-4bcf-b3fe-3e7b8db7f2c2.svs	e1cb26774cf1d4f4a73681b6807e74e1	869346490	released
ca6e9114-d08f-491b-8fc8-bc8ff543e006	TCGA-BP-5180-01Z-00-DX1.accba421-72e5-41f9-8830-ef4aa84e79ec.svs	50e62ea6c4af40ef7ec5a62cb8e9eb42	833358952	released
a4a5d093-3ec4-4c9b-af71-86c53815f130	TCGA-B8-5163-01Z-00-DX1.7e349a4e-7d00-4fc0-a754-52322827906c.svs	5b2cf1647970ccec0808e63dcd8b49c8	1175148514	released
8ca666ca-e0b8-4523-bb1d-831eeb397f2d	TCGA-G9-6499-01Z-00-DX1.4d60a36f-fccc-44b5-b8df-360fbc704c23.svs	f6ef63e6df09f62dfe81b29eaff31c11	1138878925	released
f9eb7b5f-857a-4feb-b18d-a35028028628	TCGA-G9-6363-01Z-00-DX1.390dc5bd-9d79-459c-8251-548c8f30cff0.svs	33ebc07b25e0066c7e51c719b48149fa	920733473	released
77a5ca85-dd9c-472b-8503-a51b367b7ac9	TCGA-YL-A8SH-01Z-00-DX2.2B25B4BE-0236-44E4-A04E-498C45AEA23B.svs	03f6a7f23ed2ee06072c2fe882457a06	1741204172	released
cbc91164-cccf-4ec0-a911-a82a91541758	TCGA-HC-8261-01Z-00-DX1.231568ea-f873-4f62-85d2-f93ab91a8c0f.svs	3d417f8d0d14ab5a1c688b4b47f21b42	252544517	released
12c666a7-7729-4cbc-913f-f2c2798b774d	TCGA-KK-A6DY-01Z-00-DX1.A58E02B6-F093-43EE-B06C-975C4171E8A1.svs	c7b40cd1f48da113c3e91d44a9de2a36	613797519	released
bce9c410-47d0-4bed-b6af-e610669896b2	TCGA-YL-A9WL-01Z-00-DX1.4EE10C9A-18EA-4DB0-BE29-06F6A75FE5A0.svs	5a71a618809e0f5659a69fe9a5de192a	2188970622	released
aff48111-c843-4e37-ad30-c0c3a5cd1e9c	TCGA-H9-7775-01Z-00-DX1.ce2fb4f9-7a84-467c-8326-2c6605f3a1e9.svs	d7d18cd954591a048f2b816fb81622ca	111871577	released
77cb0c95-63bc-4cee-a472-af7703ad542d	TCGA-MP-A4T7-01Z-00-DX1.C74D7A5B-1D1A-423B-85CA-C11E0CCF5873.svs	6676cadec90aaacc014eb164566824ba	886086757	released
ed0fc2c3-4a99-44b8-8f9b-0d896a0b7993	TCGA-67-3774-01Z-00-DX1.FE85FDCB-91D2-47C5-8D13-D622A51A7BE0.svs	adc3853d96dc02dda688b3c2ae840aa7	167494880	released
47c113be-0568-466d-841c-e69ee09ef40d	TCGA-78-7150-01Z-00-DX1.46e6e65c-521c-49de-b106-419dc840b235.svs	a94c5e1e315dd5626f8afb5b80d89171	1654236435	released
468d9e90-2dff-41c3-9205-70774aace23e	TCGA-73-4662-01Z-00-DX1.76e23a15-0917-44ad-9181-50100d318003.svs	ab1b76c633c0ef9c91666c4d795565b4	736883307	released
46edb88a-4900-4b5e-9af9-2d8317eae1cb	TCGA-BP-4161-01Z-00-DX1.a5c24186-a438-4c65-857e-d6da30340342.svs	73aca7dfb3d66864f7b1bb6a689dbbac	800612402	released
4ae284bb-06db-41c2-b638-0eebbbfa6f21	TCGA-QU-A6IP-01Z-00-DX1.F5BA8BA6-2D9B-4765-A3AC-DB9718FA1F5F.svs	98a907c24d891e740d157488bd0c0467	1331705733	released
6a2c8c7a-c304-4bd3-8768-6d05089ba9c4	TCGA-49-4512-01Z-00-DX3.2f6ec7bc-0dac-4be0-95fe-4071a93a856f.svs	752fc55c5dfc1c1c11bfe038985c3128	682114845	released
3857cf38-934e-424c-86bb-34c2c8b897d6	TCGA-B0-4718-01Z-00-DX1.24cc8660-df2d-4910-ae5d-68b6ab6feb57.svs	80b1739a67f7d707492a056a55fbaad4	1131737799	released
1b712268-0b00-4448-b648-e0ce1c974f2d	TCGA-B0-5116-01Z-00-DX1.48fbc5d2-2fda-4ad3-86ee-ab43fb0f56cb.svs	eaf44d414f5aa9961669990813da8ac0	965851535	released
f392007e-0786-4d09-89b1-dfe4e73e5815	TCGA-B8-4153-01Z-00-DX1.55bba0a1-79c2-475d-ae98-81a17d832ba6.svs	25927f4de942ab68be7c133cdc77bfb8	1337602519	released
090a39c6-8fbe-42df-bd34-45dccc7836b4	TCGA-CJ-4871-01Z-00-DX1.B944523E-7380-4C02-A3C4-B337A41AEDD9.svs	ac9697cef654e3f2b094aefaefe5622f	1504640409	released
81c86851-9a9d-4748-8012-1121915df164	TCGA-55-7725-01Z-00-DX1.4d678777-63b1-4f4a-932a-7fccabf504c7.svs	e9af297faae627cc61f564915ef0d875	82580867	released
352409cb-dcf2-4304-90e3-31cf7d9e03d5	TCGA-BP-4335-01Z-00-DX1.95cac7ed-483b-40d7-8bbc-dcd0920cc342.svs	8964bc64447a1f62ed110ef058515289	1000673678	released
219985f4-9bcc-4fd1-8543-67c75f786427	TCGA-BP-4338-01Z-00-DX1.fbadb1d7-c11d-4347-9f3c-447f52dde639.svs	1ccdac84510088b302227de854bd5c69	681201102	released
fcb65da8-4f72-4beb-bd04-42d01c16a1ea	TCGA-B0-5699-01Z-00-DX1.e53ec6c8-f6c1-4669-bcdd-c2d04acc6a08.svs	ff24f61a873f86ab2a95144bc3be152b	1167460605	released
5425afb7-013e-45a6-92d8-f65fe61cfe39	TCGA-BP-5184-01Z-00-DX1.b682d92b-fc7b-4a8c-a0f3-d1e3a309f136.svs	b8c40c870d82f2ecf0d66ae6275ae314	678842874	released
d26440f5-bd2b-4a2f-914b-1db0faeafb81	TCGA-91-A4BD-01Z-00-DX1.2E575CAC-6AEB-4049-972A-EA43457A9C9D.svs	0b3c31fb1e07e4fa6416e3a253971acc	620023933	released
12e28d9f-920c-4734-9cfb-211475ec2875	TCGA-49-4510-01Z-00-DX2.e0552b15-6bd7-4660-8a60-9edd0d638e7e.svs	cbe6cb43f43138f7110ab447ad6e4b34	850694559	released
9d02e693-4bed-4c61-964a-2743fa20ec6b	TCGA-05-4430-01Z-00-DX1.95659bbb-3091-4370-bc1d-6c6c1baa7b3d.svs	c71145adb802e90aafa68c52c7d079b2	493314194	released
8c63eae8-f1ad-42db-a166-9dd357fa7b94	TCGA-49-4490-01Z-00-DX4.4e94aeb6-f616-4bdd-82bc-2ca2f2b5a5c4.svs	bc8750af612ba6541fce00f07e966cb4	797587531	released
c5d68ca6-ee1e-4192-90d8-a89b6403dc9f	TCGA-55-7994-01Z-00-DX1.a0858080-c471-4337-bc57-7af57e9d92d8.svs	35b3a902ab486c7eada9c2d9fdfee407	188800987	released
f9c01124-7a62-4f7a-ba1b-0c3396c5c90d	TCGA-05-4417-01Z-00-DX1.6E534856-996F-4BD9-8AFC-7B1BF627E505.svs	19fbcd7e208c27ebec0bbe3d04a8ae8f	401639522	released
fecfb2b1-6443-4c76-b1b3-c82156f94070	TCGA-78-8640-01Z-00-DX1.6F929E56-34D5-45A6-8A9E-ACB4B88A68B1.svs	bfd6207553745aa872ce4acd55929058	2825482585	released
7a1d0129-91ed-4ad5-b745-6a768b16d9ba	TCGA-49-6743-01Z-00-DX4.5ea81023-1372-48ed-88a8-374e2394d7f7.svs	49d3e1367845deaf935daf93ef8c1b27	579216467	released
38e44cb7-c721-4b97-a59f-697b7f7f5a6b	TCGA-86-A4D0-01Z-00-DX1.165461AD-A8DA-4B7B-87CE-F5DBDBD2C0A7.svs	11d8a9c53047d47f926c4001a84b9b08	1423668775	released
9d043a84-4740-4ce8-9f46-b8a690e62d0c	TCGA-75-6207-01Z-00-DX1.837B7B0F-424C-423B-9045-A905E7C1C54C.svs	210d6a7f88334b59d62311c4e8828028	234127926	released
79f23020-784a-43d5-9170-a8965c737397	TCGA-78-8648-01Z-00-DX1.D3EAEF8E-E739-490F-BF48-A4796B0C0E7A.svs	6bdc7498176d79aba8821931108d442c	1973752885	released
5df4ddda-d17f-4976-a47d-a5afca453603	TCGA-49-4494-01Z-00-DX7.9f722476-622e-4374-9fda-ef35184f01e0.svs	c8ba4c97fd6a114a70575589010d9d74	511375417	released
607ae944-489d-4b2f-be0a-f91fe1ad2a43	TCGA-49-4488-01Z-00-DX4.17c00349-5908-4944-9dba-5efea9a5373a.svs	9f13bc16478d89f4ee655c71b923393c	569061709	released
39eefac1-cc1c-4633-a491-c72372e22725	TCGA-CZ-5452-01Z-00-DX1.470c0bee-aba6-4cd5-a3c4-ef05ea3bf14f.svs	cf2b2856fdaf3a8a92089c598664fa86	456525951	released
2fde602a-a869-4240-bdfd-ea4781eb9110	TCGA-B0-4710-01Z-00-DX1.e1440c30-b28d-42a8-b126-5abab7e0e3b2.svs	b5b8afdc37c2eb13162e0f38dc67f1ef	992544895	released
09a457be-d53c-4e0a-8f0b-2460cd4a1b3c	TCGA-AK-3427-01Z-00-DX1.bddd6316-1f27-40d7-8cdc-e19e58ef420d.svs	a969524e8e8a236b2e3af9c5b5319f11	322035201	released
f73047c6-2824-4fbf-bc80-ef8ce1d63e0d	TCGA-CJ-5678-01Z-00-DX1.E71A7F98-7D7F-4DFC-920F-27000010217F.svs	fc9e44fb2ab48fefe8633220b39c626f	581214246	released
14de0456-da9e-4569-a517-327e2433f233	TCGA-B0-4811-01Z-00-DX1.8872dd8e-d119-4928-8639-801bf89ddd6a.svs	795d5c40f690973aa896294713bf78f2	765965795	released
1b9e95bc-c0a6-4a5c-a872-1fc1be6158b0	TCGA-B0-4816-01Z-00-DX1.6cc0b334-b885-4cdc-a2a8-cd3efaa2e241.svs	bdf09fae559fb0493a353d3585950ed1	1140962779	released
cabf2c32-a9cc-4859-b2c9-822aedd6c578	TCGA-BP-4804-01Z-00-DX1.a998cc6f-408c-4144-9d8f-6a800bb85ced.svs	d304ad891639690767eda2831c6ca01c	684004254	released
a7cb7536-fc22-45a8-ab78-c64b88987b85	TCGA-BP-4981-01Z-00-DX1.9f97b4b6-e251-42dc-8d95-72c79063f344.svs	30e54c83391bc8bb75f53bf9aa5a6c19	1158329676	released
db64f637-65f8-45e9-99a5-551af2df486e	TCGA-B0-5107-01Z-00-DX1.2c11c70b-c063-4d59-903d-d39175e3c161.svs	1fef78d904488902d6af5241076ef227	963547087	released
